scene	summary
s02e08_scene003_0407_0427	"Leonard wants to know if he ever had a shot with the girl. The guy was wearing an eye patch. He said that she could drive a car on Mars.
"
s02e12_scene002_0267_0287	"Penny and Howard are not flirting. Nothing is going to happen between them ever again. They are not to-ing and fro-ing, they are not dancing a tango.
"
s02e18_scene004_0700_0720	"Sheldon, Howard and Penny will add Bluetooth to flower barrettes to appeal to men. Penny wants to make a hair barrette with Bluetooth.
"
s02e03_scene006_0722_0733	"Leonard and Sheldon have been having a happy fun-time up until now. Leonard will talk to her. Sheldon will be difficult to live with if he doesn't.
"
s01e07_scene001_0383_0403	"Leonard wants Sheldon to leave the house. Sheldon has earthquake supplies and a two-man, two-day kit. Sheldon doesn't have house guests.
"
s02e15_scene005_0872_0892	"Sheldon and Beverley don't feel comfortable around each other. Beverley's son is connected to Sheldon's son by someone comparatively workaday as her son.
"
s02e12_scene000_0022_0042	"Howard, Sheldon, Raj, Raj and Monte are going to destroy a killer robot that drives a 110 pounds of mechanized death in 4.8 seconds.
"
s02e15_scene005_0912_0913	"Beverley sends PENNY a message. No one responds. Beverley finds it funny and finds it amusing.Advertisements.ibliographyibliographyibliography.
"
s02e04_scene004_0795_0815	"Penny is out with Dr. Apu from the Kwik-E-Mart. It's not a date, so it can't be racist.
"
s01e10_scene006_0817_0837	"Leonard and Sheldon are in a predicament because of Sheldon's deceit. Sheldon is trying to clean up after Leonard's mess. Leonard wants Sheldon to get out.
"
s02e06_scene001_0152_0172	"Raj loves this time of the year. The leaves are turning. There's a bracing chill in the air. There is a new crop of female grad students about to put on winter weight.
"
s02e09_scene006_0818_0825	Which brings me back to my question. Where are you in...? Clearly, I'm 14 days too early.
s02e18_scene005_0988_1008	"Sheldon, Leonard, Howard and Penny were offered a cracker to quench their thirst. In another universe, there's another Sheldon. They should have let him go to bed.
"
s02e16_scene000_0003_0023	"No one can get to the ridge, because the Chemistry Department has them cut off. The Pharmacology Department controls the creek bed. Sheldon and Leonard are hopped up on experimental steroids, so they can't get there.
"
s02e06_scene007_0998_1018	"Sheldon is invoking the Skynet clause of their friendship agreement. Leonard will help him destroy the Body Snatchers clause if he needs him to.
"
s01e11_scene005_0704_0715	"Leonard feels guilty and takes his paws off Howard's popcorn, which makes him feel guilty. Raj takes care of it. Raj and Howard are arguing.
"
s02e13_scene004_0570_0590	"Sheldon is looking for the train set by the wooden train set. He loves trains. He picks up a train and finds it sticky. He will pick it up later.
"
s02e03_scene012_1171_1190	"Penny wants to meet with Warrior for an afternoon of spirited questing, followed by a flagon of ale at a virtual tavern. No one will help her.
"
s02e14_scene001_0272_0292	"Sheldon hopes they develop technology to fuse his skeleton with Adamantium like Wolverine like Wolverine. She hopes they are working on that. Penny hopes so too.
"
s01e08_scene005_1173_1174	Hey, you do your experiments, I do mine.
s02e16_scene005_0748_0768	"Howard advises Sheldon to get up and sit down. Sheldon is not satisfied with the solution and suggests that the problem would have been solved if Howard's head had been accidentally amputated.
"
s02e15_scene001_0172_0192	"Leonard's mother, Beverley Hofstadter, will meet Penny, Leonard's neighbor. Penny will walk Beverley to the apartment. They will exchange pleasantries on the way.
"
s02e03_scene003_0400_0420	"Penny bought the game and she's been exploring the Island of Tortage. She has a bronze dagger and an enchanted sword, but she can't pass the guard with a dagger.
"
s02e12_scene003_0361_0381	"Howard doesn't go to school, he works at a university. He has a Master's degree in Engineering. His mother wants him to pick up the phone and call her.
"
s02e11_scene007_1175_1182	"Penny is hugging Sheldon. It's a Saturnalia miracle for Leonard and Penny's friends. It is a miracle because Sheldon is hugging Penny.
"
s02e06_scene005_0706_0726	"Sheldon and Ramona are not coming to Wednesday's Halo night. Sheldon is not coming, because he is going to dedicate his entire life to science.
"
s02e08_scene005_0509_0529	"Leonard wants to talk to Penny in private. Penny remembers when they first met that Leonard told her she could drive a car on Mars if she went out with him.
"
s02e06_scene001_0312_0328	"Sheldon is getting a free dinner from Siam Palace for Mee Krob and chicken satay with extra peanut sauce. Ramona has Sheldon's address.
"
s02e04_scene003_0672_0684	"Raj is going to be in People magazine. Charlie Sheen will call him when he's on the cover of the magazine. Sheldon and Leonard are going to meet.
"
s02e09_scene004_0624_0644	"Sheldon wants to pop an emotional cap in his buttocks. Penny and Sheldon never got to the bedroom, so she feels free to include any and all shortcomings in the bedroom.
"
s02e03_scene002_0304_0324	"Penny's ice cream is melting and it's starting to attract wildlife. Penny is looking for treasure in the jungle. Sheldon advises her to kick crocodiles with her boots.
"
s02e12_scene002_0307_0325	"Howard is going home. He is going to live his creepy, pathetic life. Penny and Leonard are going to enter him in the killer-robot competition.
"
s02e09_scene002_0377_0397	"Leonard and Steph are going to the movies. Sheldon is late, because his companion left him an invitation to the cinema. Sheldon has a bone with Leonard.
"
s02e11_scene007_0995_1015	"Penny is coming over to Sheldon's to exchange gifts. Leonard's leg is fine, but he's not sure about Penny's offer of a gift.
"
s02e09_scene001_0310_0330	"Leonard has been in a foul mood since Sheldon sat down. Sheldon was supposed to help him with his relationship. Leonard is worried that Sheldon will fail at the relationship.
"
s02e11_scene007_1015_1035	I should note, I'm having some digestive distress... ...so if I excuse myself abruptly, don't be alarmed. Oh, a napkin.
s02e12_scene008_0863_0883	"Marcy Grossman is the month of May, which makes Howard feel like he's in May. Penny thinks it's cute and finds it a cute joke.
"
s02e14_scene002_0420_0440	"Leonard thinks Sheldon did something to aggravate her. Sheldon will review his daily log of social interactions and see if there's a blunder he overlooked.
"
s02e06_scene002_0333_0353	"Penny and Ramona are having dinner at Four-A. Ramona is not going to see Leonard, she's having dinner with Dr. Sheldon Cooper.
"
s02e16_scene004_0688_0708	No (WHINES)
s02e09_scene003_0542_0558	"Sheldon will relieve Leonard of his command as he is deemed unfit. Leonard argues that the General Order 104, Section A does not apply in this situation.
"
s02e03_scene004_0538_0558	"Penny doesn't want to go in Sheldon's room because he's not wearing bottoms. Leonard knocks on the door and asks Sheldon to catch him up again.
"
s02e18_scene001_0087_0107	"Penny got a package from the United Parcel Service at 11 a.m. Sheldon was deputized by the service to sign for the package.
"
s02e15_scene001_0232_0252	"Beverley's degree is in neuroscience. Penny is an actress. There were studies that suggest that people who go into the performing arts suffer from an external locus of identity.
"
s02e04_scene002_0379_0399	"Dr. Gablehauser (entering): - Hello, boys._sent_trans_cons_labelRaj, Sheldon, Howard, Leonard, Leonard and Howard have discovered a planetary body called 2008-NQ sub-17, which is a star.
"
s02e13_scene001_0242_0262	"Leonard moved in with a particle physicist. They became friends because of a flyer on the bulletin board at the university 'Roommate wanted. Whistlers need not apply'.
"
s02e08_scene001_0245_0265	"Raj thinks that Star Trek V is worse than Star Trek I. Sheldon thinks that it's orders of magnitude worse than STAR TREK I, because of specific failures.
"
s02e12_scene008_0943_0952	"Howard and Penny don't know what to do about it. Penny doesn't know, but she does have a heart beat pounding in a slow motion.
"
s02e03_scene011_1145_1165	"Sheldon wants to talk to Penny later, but Penny needs to socialize with Tom now. Tom is a sexually passive outdoorsman, so Penny will figure it out herself.
"
s02e11_scene007_1095_1115	"Penny is giving Sheldon a napkin. Sheldon will be right back. Leonard will open the gift certificate. It's a gift certificate for motorcycle lessons for Leonard.
"
s02e11_scene001_0372_0392	"Howard and Sheldon are celebrating Hanukkah. Penny doesn't have to get anything for Sheldon, but he has to buy a gift of commensurate value for her.
"
s02e14_scene001_0192_0212	"Penny's engine stopped working and it cost her $1200 to fix it. Sheldon thinks she could solve all her problems by obtaining more money, but she refuses.
"
s02e15_scene004_0719_0739	"Penny talked to her for five minutes yesterday and she's been half bombed ever since. Leonard is seriously considering alcoholism as a new career path. Penny can't let her get into his head.
"
s02e06_scene003_0369_0389	"Leonard invites Ramona in. Penny wants to see the viewing area. Ramona will put it in the kitchen. Sheldon will see it later.
"
s02e18_scene005_1108_1124	"Penny and Sheldon are out of coffee. Sheldon will be back with the coffee soon, he'll be back before this banana falls on the ground.
"
s02e06_scene003_0469_0489	"Howard is an advocate of mitosis. He believes Sheldon will eat a lot of Thai food and split into two Sheldons one day. Leonard thinks Sheldon might be the larval form of his species.
"
s02e13_scene003_0487_0507	"Sheldon doesn't want to learn how to swim. Leonard suggests that he should go to a coffee shop or a museum instead. The ice caps are melting.
"
s02e12_scene005_0550_0570	"Penny thinks Howard is probably with a blow-up doll. Leonard thinks Penny is overexposed to gamma-rays and that she might devastate Howard.
"
s02e09_scene005_0692_0712	"Sheldon and Howard are trying to find a way to keep Leonard and Stephanie together. Leonard has spent a lot of time with Joyce Kim, Leslie Winkle, Penny and Penny. He has a nickname Speed-of-Light Leonard.
"
s02e04_scene005_1079_1099	"Dr Koothrappali can't see her in the frame. She's not Indian. Raj wants her to be the mother of his grandchildren. Penny doesn't approve.
"
s02e03_scene000_0002_0022	Fellow warriors, this is Sheldor the Conqueror. We are about to enter Atzel's fortress. Now, this is a long run, so let's do another bladder check. All right, Barry, we'll wait for you again, but you really should see a doctor. (BANGING NEARBY) Sheldor is AFK.
